id	emotion
2719_0017_A_271	0.022388752549886703,0.08503050357103348,0.0414084792137146,0.5582790970802307,0.15306377410888672,0.029742751270532608
2719_0017_A_272	0.012036612257361412,0.09845525026321411,0.23983201384544373,0.8187646865844727,0.9525619745254517,0.10844732820987701
2719_0017_A_273	0.008212754502892494,0.037724584341049194,1.3556368350982666,0.19850468635559082,0.49585670232772827,0.06759634613990784
2719_0017_A_274	0.004612934775650501,0.27466967701911926,0.023795345798134804,0.06568703055381775,0.22598902881145477,0.019589051604270935
2719_0017_A_275	0.016067123040556908,0.03300928324460983,0.050095997750759125,0.1491788625717163,0.4043811857700348,0.05556342378258705
2719_0017_A_276	0.03445345535874367,0.04743003845214844,0.1158069372177124,0.10996030271053314,0.9492312669754028,0.06725390255451202
2719_0017_A_277	0.01524917222559452,0.03779591619968414,0.09597836434841156,0.11845968663692474,0.8090609908103943,0.3461672067642212
2719_0017_A_278	0.008272265084087849,0.07999315857887268,0.09834671020507812,0.48724624514579773,0.1358686238527298,0.08643589913845062
2719_0017_A_279	0.003973857965320349,0.01833399012684822,0.036526869982481,0.08979061245918274,0.42870694398880005,0.09341837465763092
2719_0017_A_280	0.006949976086616516,0.09980738162994385,0.05508250370621681,0.3185410499572754,0.08441759645938873,0.13355296850204468
2719_0017_A_281	0.046510372310876846,0.06279902905225754,0.10984121263027191,1.9891502857208252,0.05227508395910263,0.5234143733978271
2719_0017_A_282	0.002269479213282466,0.02879190817475319,0.04318860173225403,0.05405084043741226,0.18071210384368896,0.06861328333616257
2719_0017_A_283	0.026730196550488472,0.053339000791311264,0.004791052080690861,0.1444707214832306,0.01893051341176033,1.268241047859192
2719_0017_A_284	0.013402918353676796,0.007634461857378483,0.44322913885116577,0.028872787952423096,0.9573739767074585,0.5832171440124512
2719_0017_A_285	0.013522990047931671,0.03270632028579712,0.026619162410497665,1.740330696105957,0.0939987301826477,0.25464555621147156
2719_0017_A_286	0.019975412636995316,0.12436746060848236,0.014701031148433685,0.006322041153907776,0.021191947162151337,0.3318704664707184
2719_0018_A_287	0.002865394577383995,0.008634227328002453,0.6257831454277039,0.020102791488170624,0.09498915076255798,0.023337513208389282
2719_0018_A_288	0.006205257028341293,0.01799032837152481,0.2522931396961212,0.838851809501648,0.07225865870714188,0.02319251000881195
2719_0019_A_289	0.7901156544685364,0.5196633338928223,0.0388900488615036,0.006018213462084532,0.01716938242316246,0.28160300850868225
2719_0019_A_290	0.7901156544685364,0.5196633338928223,0.0388900488615036,0.006018213462084532,0.01716938242316246,0.28160300850868225
2719_0020_A_291	0.007635303772985935,0.06013518571853638,0.005594993941485882,0.02601933479309082,0.10156373679637909,0.0194809902459383
2719_0020_A_292	0.015054169110953808,0.08094016462564468,0.01587376743555069,0.35701867938041687,0.041988980025053024,0.1653881072998047
2719_0020_A_293	0.010107336565852165,0.019799932837486267,0.016087813302874565,0.175037682056427,0.108221635222435,0.10943025350570679
2719_0020_A_295	0.008255155757069588,0.01599903590977192,0.020250719040632248,0.25418001413345337,0.1682334542274475,0.07835943251848221
2719_0020_A_297	1.055275797843933,0.306357204914093,0.009393035434186459,0.0195432361215353,0.04393944889307022,0.12430687248706818
2719_0020_A_298	0.016298172995448112,0.09723206609487534,0.006191547028720379,0.021798061206936836,0.03304629027843475,0.03731081634759903
2719_0021_A_299	0.010551747865974903,0.007378004025667906,0.01739656552672386,0.022007489576935768,0.036331214010715485,0.200778067111969
2719_0021_A_300	0.0032307100482285023,0.013097140938043594,0.014204846695065498,0.0386984720826149,0.0404742993414402,0.12075300514698029
2719_0021_A_302	0.003480839543044567,0.006938380189239979,0.013647226616740227,0.06575994193553925,0.05328982695937157,0.05729905888438225
2719_0021_A_303	0.09679806232452393,0.1950594037771225,0.015477136708796024,0.4874259829521179,0.02774052694439888,0.0963236391544342
2719_0021_A_304	0.008994627743959427,0.22292470932006836,0.041804928332567215,0.01999487727880478,0.026523219421505928,0.17722630500793457
2719_0021_A_305	0.011994531378149986,0.06677631288766861,0.005910019390285015,0.07872200757265091,0.022190645337104797,0.05170312523841858
2719_0021_A_306	0.064088374376297,0.4871389865875244,0.027150213718414307,0.021244226023554802,0.017813164740800858,0.09848584234714508
2719_0021_A_307	0.06774494796991348,0.4513590335845947,0.022007707506418228,0.03107363171875477,0.03782667964696884,0.05841346085071564
2719_0021_A_308	0.05435635894536972,0.31718602776527405,0.046962082386016846,0.1743527352809906,0.022320838645100594,0.019526958465576172
2719_0021_A_309	0.06584173440933228,0.04411691427230835,0.011391470208764076,0.017610643059015274,0.012363389134407043,0.0776851549744606
2719_0021_A_310	0.21735501289367676,0.10786476731300354,0.006016412749886513,0.005956642795354128,0.012419555336236954,0.11414401978254318
2719_0021_A_311	0.030889064073562622,0.04293500632047653,0.02044379711151123,0.09952303767204285,0.052531108260154724,0.6033926010131836
2719_0021_A_312	0.034410689026117325,0.09014467895030975,0.011905647814273834,0.11753104627132416,0.02515328675508499,0.24561244249343872
2719_0021_A_313	0.06937476247549057,0.15277837216854095,0.02135133184492588,0.011240778490900993,0.13183610141277313,0.1630033552646637
2719_0021_A_314	0.19579872488975525,0.08238797634840012,0.01018320582807064,0.008756058290600777,0.021808970719575882,0.05727706104516983
2719_0021_A_315	0.1707519292831421,0.09603267163038254,0.003920708782970905,0.032125599682331085,0.022721216082572937,0.1955418586730957
2719_0021_A_316	0.03494592010974884,0.016086667776107788,0.06922895461320877,0.014664391055703163,0.03458671271800995,0.09610223025083542
2719_0023_A_329	0.005135019309818745,0.03485484793782234,0.38938426971435547,0.1179203987121582,0.041382454335689545,0.16131025552749634
2719_0023_A_330	0.0033410510513931513,0.027090970426797867,0.14671725034713745,0.018128778785467148,0.05826559290289879,0.02390775829553604
2719_0023_A_331	0.0070455134846270084,0.04881133884191513,1.623148798942566,0.023816946893930435,0.06336186081171036,0.044470518827438354
2719_0023_A_332	0.00865081138908863,0.10403374582529068,0.33017414808273315,0.4341808557510376,0.06331605464220047,0.20245996117591858
2719_0023_A_333	0.7185003161430359,1.5759398937225342,0.038291946053504944,0.032689232379198074,0.034754082560539246,0.3581341505050659
2719_0023_A_342	0.00850089080631733,0.09666825830936432,0.3702710270881653,0.24536681175231934,0.013815930113196373,0.03172953054308891
2719_0023_A_343	0.033169977366924286,0.29091084003448486,0.014296144247055054,0.6906699538230896,0.010089658200740814,0.06288842111825943
2719_0024_A_344	0.07725558429956436,0.04522639885544777,0.01137747522443533,0.017200611531734467,0.04385562241077423,0.02206350862979889
2719_0024_A_345	0.12279680371284485,0.10010568797588348,0.008639548905193806,0.019051000475883484,0.0316227488219738,0.0330047532916069
2719_0024_A_346	0.11999431997537613,0.060222528874874115,0.008332878351211548,0.009779319167137146,0.027446111664175987,0.023649143055081367
2719_0024_A_347	0.1709280014038086,0.07758381962776184,0.007994432002305984,0.009508691728115082,0.03207562863826752,0.02074703760445118
2719_0024_A_348	0.09206347912549973,0.2536573112010956,0.013947108760476112,0.011722579598426819,0.01671086810529232,0.052345260977745056
2719_0024_A_350	0.006426923908293247,0.025462651625275612,0.1506144404411316,0.0239921472966671,0.12684285640716553,0.13331617414951324
2719_0024_A_351	0.0296990554779768,0.17541071772575378,0.019620414823293686,0.2242882251739502,0.04780665412545204,0.048560336232185364
2719_0024_A_352	0.043236665427684784,0.059096455574035645,0.054244961589574814,0.08841739594936371,0.2692602872848511,0.2888854742050171
2719_0024_A_353	0.008941469714045525,0.04497213661670685,0.15589605271816254,0.294677734375,0.03360508382320404,0.09906846284866333
2719_0024_A_354	0.035794783383607864,0.08838733285665512,0.008193551562726498,0.3104962706565857,0.01883336901664734,0.4333920478820801
2719_0024_A_355	0.04730246216058731,0.059231411665678024,0.004946176428347826,0.06743081659078598,0.037697453051805496,0.875209629535675
2719_0024_A_356	0.05979134142398834,0.16150495409965515,0.004342005122452974,0.038259491324424744,0.010405725799500942,0.13281375169754028
2719_0024_A_357	0.09670135378837585,0.09188705682754517,0.14783203601837158,0.08026168495416641,0.8425604104995728,0.14415398240089417
2719_0024_A_358	0.0928250253200531,0.07728424668312073,0.015912167727947235,0.008553652092814445,0.117431640625,0.10033226013183594
2719_0024_A_359	0.042945221066474915,0.05633598566055298,0.007451879326254129,0.00299022626131773,0.020238341763615608,0.14392776787281036
2719_0025_A_360	0.005245194770395756,0.10275475680828094,0.006196348462253809,0.004326092079281807,0.004163628444075584,0.011936369352042675
2719_0025_A_362	0.010235864669084549,0.2983994483947754,0.01255858689546585,0.26946747303009033,0.015352603048086166,0.07906174659729004
2719_0021_A_317	0.007221787236630917,0.012293340638279915,0.026937097311019897,0.006807754747569561,0.026122432202100754,0.11956880986690521
2719_0021_A_318	0.07660306245088577,0.7182852625846863,0.014034186489880085,0.02699718251824379,0.015104994177818298,0.09991007298231125
2719_0021_A_319	0.009664921090006828,0.9381687641143799,0.14013047516345978,0.02496769279241562,0.04624101147055626,0.34313836693763733
2719_0021_A_320	0.007612713612616062,0.2015962153673172,0.054371919482946396,0.01746511086821556,0.026091383770108223,0.0828278586268425
2719_0022_A_321	0.09765952080488205,2.568234443664551,0.04267767071723938,0.039696045219898224,0.046188294887542725,0.04551687091588974
2719_0022_A_322	0.1373271644115448,1.9190585613250732,0.11174175143241882,0.029982129111886024,0.07353946566581726,0.29045218229293823
2719_0023_A_324	0.011238577775657177,0.558472752571106,1.0141159296035767,0.08648619055747986,0.04319636896252632,0.12616558372974396
2719_0023_A_325	0.029684927314519882,0.21755331754684448,0.2008381336927414,0.35074999928474426,0.01945864036679268,0.08089472353458405
2719_0023_A_326	0.06225908547639847,0.020634615793824196,0.010239338502287865,0.009297517128288746,0.014946214854717255,0.011203977279365063
2719_0023_A_327	0.0061000315472483635,0.040111932903528214,0.01489850040525198,0.3885865807533264,0.044525932520627975,0.3100544810295105
2719_0023_A_328	0.03650413081049919,0.03618770092725754,0.018324503675103188,0.08025401085615158,0.18125519156455994,0.05165921896696091
2719_0023_A_340	0.011713613756000996,0.0169807318598032,0.0046172477304935455,0.004840842913836241,0.022286901250481606,0.03150414675474167
2719_0023_A_341	0.011245125904679298,0.01627139002084732,0.0028149019926786423,0.01130303181707859,0.00895787589251995,0.02268850803375244
2719_0025_A_363	0.01986403949558735,0.06458686292171478,0.028355693444609642,0.21234507858753204,0.08346214890480042,0.20982500910758972
2719_0025_A_365	0.00536838686093688,0.050110332667827606,0.03244048357009888,0.0030819931998848915,0.010266341269016266,0.03586968779563904
2719_0025_A_367	0.007216079626232386,0.2675947844982147,0.05309654027223587,0.036528415977954865,0.02122524380683899,0.27363017201423645
2719_0026_A_368	0.003433555830270052,0.02564278431236744,0.008992540650069714,0.07575289905071259,0.021770939230918884,0.18132901191711426
2719_0026_A_369	0.0023401635698974133,0.019960584118962288,0.008183188736438751,0.10780265927314758,0.02245742455124855,0.1614188849925995
2719_0026_A_370	0.003433555830270052,0.02564278431236744,0.008992540650069714,0.07575289905071259,0.021770939230918884,0.18132901191711426
2719_0026_A_371	0.015119289979338646,0.06412271410226822,0.008503315970301628,0.23960474133491516,0.013098514638841152,0.2765180170536041
2719_0026_A_372	0.015119289979338646,0.06412271410226822,0.008503315970301628,0.23960474133491516,0.013098514638841152,0.2765180170536041
2719_0026_A_373	0.008814823813736439,0.06709382683038712,0.013147515244781971,0.15812727808952332,0.011406182311475277,0.13087232410907745
2719_0026_A_374	0.04962702840566635,0.15356336534023285,0.03767837956547737,0.07759951800107956,0.09265394508838654,1.151161789894104
2719_0026_A_375	0.04962702840566635,0.15356336534023285,0.03767837956547737,0.07759951800107956,0.09265394508838654,1.151161789894104
2719_0026_A_376	0.26179376244544983,0.20265114307403564,0.016413994133472443,0.08274590969085693,0.02886774018406868,0.4757291078567505
2719_0026_A_378	0.022172145545482635,0.32020413875579834,0.008586900308728218,0.007486788555979729,0.018446601927280426,0.02548183500766754
2719_0026_A_379	0.04516021907329559,0.8295557498931885,0.009286828339099884,0.008680135011672974,0.019812073558568954,0.0370715856552124
2719_0027_A_380	0.025531072169542313,0.02244151011109352,0.0053132399916648865,0.01303914375603199,0.011393607594072819,0.013668361119925976
2719_0027_A_381	0.09315165877342224,0.03684550151228905,0.006888853386044502,0.01733475551009178,0.014258039183914661,0.0319085568189621
2719_0027_A_382	0.036362938582897186,0.017940420657396317,0.003853700589388609,0.006252636201679707,0.009277461096644402,0.013259440660476685
2719_0027_A_383	0.01312561146914959,0.032136742025613785,0.2561231851577759,0.03349090367555618,0.026374012231826782,0.10791516304016113
2719_0027_A_384	0.0877435952425003,1.4494984149932861,0.024541959166526794,0.039338793605566025,0.013402823358774185,0.031705331057310104
2719_0027_A_385	0.07245229184627533,0.4024091362953186,0.029575850814580917,0.03348803520202637,0.008742090314626694,0.04381376877427101
2719_0027_A_386	0.019010836258530617,0.19096526503562927,0.3098973035812378,0.12576165795326233,0.01114601083099842,0.05751366913318634
2719_0027_A_387	0.01430312730371952,0.049907781183719635,0.43207913637161255,0.5964437127113342,0.1789400279521942,0.1878059059381485
2719_0027_A_388	0.027986671775579453,0.10219290852546692,0.024634428322315216,0.048821575939655304,0.00768967904150486,0.44648170471191406
2719_0027_A_389	0.002477753907442093,0.01128700003027916,0.020419856533408165,0.018247149884700775,0.05918348580598831,0.06826238334178925
2719_0027_A_390	0.009863216429948807,0.01346985436975956,0.06477005779743195,0.041323062032461166,0.12528958916664124,0.26656243205070496
2719_0027_A_391	0.0056801773607730865,0.05686567723751068,0.15062855184078217,0.40214478969573975,0.03776709735393524,0.06634039431810379
2719_0027_A_392	0.18185874819755554,0.23119309544563293,0.12275561690330505,0.07688988745212555,0.7100127935409546,0.5187962055206299
2719_0027_A_394	0.048308439552783966,2.418835401535034,0.2122150957584381,0.10136213898658752,0.02076937071979046,0.03566690534353256
2719_0027_A_395	0.0065603358671069145,0.0652422308921814,0.7213972210884094,1.2048248052597046,0.07999879121780396,0.05501651018857956
2719_0027_A_396	0.003877987153828144,0.022668730467557907,0.23526981472969055,0.2676587700843811,0.036305516958236694,0.036441221833229065
2719_0027_A_397	0.08274734020233154,0.13624903559684753,0.009702912531793118,0.0474206879734993,0.03632121905684471,0.14792510867118835
2719_0027_A_398	0.081510528922081,0.0399729460477829,0.05807781219482422,0.03822590038180351,1.1126261949539185,0.14992035925388336
2719_0027_A_399	0.02842298150062561,0.014689762145280838,0.03593403100967407,0.024594686925411224,0.6651350259780884,0.17460933327674866
2719_0027_A_400	0.039485275745391846,0.018327631056308746,0.021924268454313278,0.04720933735370636,0.8604320883750916,0.0791032463312149
2719_0027_A_403	0.0031831052619963884,0.013977816328406334,0.03584190085530281,0.04270315170288086,0.11208845674991608,0.02816624566912651
2719_0027_A_404	0.005286530125886202,0.2013426423072815,0.12430758774280548,0.08602125197649002,0.040141761302948,0.1555391103029251
2719_0027_A_405	0.004239955451339483,0.021281514316797256,1.2485100030899048,0.24608242511749268,0.17236328125,0.10096065700054169
2719_0027_A_406	0.0063953883945941925,0.32871606945991516,0.089095339179039,0.07993669807910919,0.04372880607843399,0.1285352110862732
2719_0027_A_407	0.00584156159311533,0.01932147517800331,0.07867085188627243,1.5599560737609863,0.11876864731311798,0.06719671189785004
2719_0027_A_408	0.007465527858585119,0.060917384922504425,0.04279184341430664,1.5560100078582764,0.02014957368373871,0.11222252994775772
2719_0027_A_401	0.002207437762990594,0.011750223115086555,0.04288926348090172,0.0148942731320858,0.14564339816570282,0.05535660311579704
2719_0027_A_402	0.003928451798856258,0.014363821595907211,0.2123831808567047,0.01805291324853897,0.08627812564373016,0.12228407710790634
2719_0027_A_409	0.015457495115697384,0.0441490076482296,0.06307490170001984,0.32382798194885254,0.057329658418893814,0.1748782843351364
2719_0027_A_410	0.004132156725972891,0.028256487101316452,0.8638616800308228,0.04169657081365585,0.022884521633386612,0.021922849118709564
2719_0027_A_411	0.011463770642876625,0.060910116881132126,0.08022842556238174,0.40796351432800293,0.02370499074459076,0.1343514770269394
2719_0027_A_412	0.028391677886247635,0.19563603401184082,0.013969075866043568,0.04595022648572922,0.06495342403650284,0.15133938193321228
2719_0027_A_413	0.07579156756401062,0.23102256655693054,0.016388025134801865,0.03794633597135544,0.08464603126049042,0.3963649272918701
2719_0027_A_414	0.023359306156635284,0.5788381099700928,0.052694130688905716,0.4987131953239441,0.009739713743329048,0.07491272687911987
2719_0028_A_415	0.1716395914554596,0.1073351502418518,0.021099785342812538,0.003206998575478792,0.0444631427526474,0.05900131165981293
2719_0028_A_416	0.08291952311992645,0.09166216850280762,0.028732018545269966,0.002509850077331066,0.07343260943889618,0.06272517144680023
2719_0028_A_419	0.2891702651977539,0.10736124217510223,0.02314087003469467,0.00252902926877141,0.1028752326965332,0.0576012097299099
2719_0028_A_420	0.18897610902786255,0.21998652815818787,0.01335115171968937,0.016213923692703247,0.007840411737561226,0.14133480191230774
2719_0029_A_421	0.2469281256198883,0.13635344803333282,0.003702146466821432,0.00619679968804121,0.01657993160188198,0.07123930007219315
2719_0029_A_422	0.024678200483322144,0.1481621116399765,0.005900214426219463,0.09972792863845825,0.053907714784145355,0.10951173305511475
2719_0029_A_423	0.17074018716812134,0.04540064558386803,0.01025421917438507,0.07113736122846603,0.2164561003446579,0.16185472905635834
2719_0029_A_424	0.13993167877197266,0.261501282453537,0.020623929798603058,0.05230335891246796,0.033331915736198425,0.06092580780386925
2719_0029_A_425	0.020232850685715675,0.02722356654703617,0.006691702175885439,0.3428933024406433,0.06661775708198547,0.35623377561569214
2719_0029_A_426	0.003136022947728634,0.018917236477136612,0.13952314853668213,0.019123265519738197,0.0772622600197792,0.029475437477231026
2719_0030_A_427	0.021918892860412598,0.040399372577667236,0.005038988310843706,0.005703305825591087,0.011745446361601353,0.033461250364780426
2719_0030_A_428	0.12211938947439194,0.18071667850017548,0.005813295487314463,0.011545589193701744,0.012293661944568157,0.038014013320207596
2719_0030_A_429	0.051270369440317154,0.2853729724884033,0.0158644188195467,0.014396105892956257,0.02023482508957386,0.04451989009976387
2719_0030_A_430	0.006252785213291645,0.02727118693292141,0.01915827952325344,0.7425379753112793,0.02610485628247261,0.3876035213470459
2719_0030_A_431	0.18504443764686584,0.1990816444158554,0.011374572291970253,0.03761139512062073,0.041320186108350754,0.22955816984176636
2719_0030_A_432	0.05876341462135315,1.7364413738250732,0.05328431725502014,0.01103980652987957,0.020442577078938484,0.056861020624637604
2719_0030_A_433	0.04518372565507889,0.3715057075023651,0.042147185653448105,0.02220558375120163,0.03242228180170059,0.14081113040447235
2719_0030_A_434	0.109556645154953,0.07236870378255844,0.05022028461098671,0.16678808629512787,0.2746475040912628,1.1801762580871582
2719_0030_A_435	0.008658836595714092,0.06643413752317429,2.0039281845092773,0.008687371388077736,0.08419638127088547,0.037058357149362564
2719_0030_A_436	0.01160111278295517,0.02189483493566513,0.11708934605121613,0.049454040825366974,0.37507033348083496,0.1937403827905655
2719_0030_A_438	0.008870995603501797,0.055548615753650665,0.14971646666526794,0.018994513899087906,0.03394819051027298,0.03463338688015938
2719_0030_A_440	0.003729480318725109,0.02735447883605957,0.725591778755188,0.027165714651346207,0.04759315401315689,0.02281712181866169
2719_0030_A_441	0.0030104126781225204,0.09998749941587448,0.033170197159051895,0.06445514410734177,0.011781742796301842,0.6951798796653748
2719_0030_A_442	0.02112198807299137,0.04049660265445709,0.025914838537573814,0.33031052350997925,0.1289621889591217,0.2409018874168396
2719_0031_A_443	0.043879590928554535,0.01494128629565239,0.00902760960161686,0.005297693889588118,0.04232699051499367,0.37596285343170166
2719_0031_A_444	0.023410111665725708,0.17459842562675476,0.01611161231994629,0.053600504994392395,0.004416743293404579,0.6491763591766357
2719_0031_A_445	0.026073826476931572,0.22783026099205017,0.3545103073120117,0.021049246191978455,0.2104361653327942,0.11601825803518295
2719_0031_A_446	0.0272884089499712,0.892238974571228,0.5690460205078125,0.05014041066169739,0.03283427655696869,0.06389868259429932
2719_0031_A_447	0.0031710858456790447,0.021658945828676224,0.009999965317547321,0.12110269069671631,0.016514558345079422,1.2518997192382812
2719_0031_A_448	0.019684772938489914,0.13284315168857574,0.010703946463763714,0.038603127002716064,0.038834866136312485,0.1336788833141327
2719_0032_A_449	0.029479876160621643,0.0638800784945488,0.005124792456626892,0.009184800088405609,0.018570177257061005,0.029439708217978477
2719_0032_A_450	0.04567692056298256,0.07159905135631561,0.005850664339959621,0.010259181261062622,0.008603811264038086,0.018168605864048004
2719_0032_A_451	0.02811037003993988,0.04266286641359329,0.004218204878270626,0.009167896583676338,0.011032512411475182,0.029229048639535904
2719_0032_A_454	0.01578933373093605,0.13093353807926178,0.024105161428451538,0.0060803648084402084,0.013776666484773159,0.020798612385988235
2719_0028_A_417	0.2186049222946167,0.10342785716056824,0.03997514024376869,0.002921022241935134,0.11547665297985077,0.07457596808671951
2719_0028_A_418	0.12065006792545319,0.07475395500659943,0.035945817828178406,0.00413569575175643,0.10070208460092545,0.08382720500230789
2719_0032_A_452	0.022932521998882294,0.274701327085495,0.17589569091796875,0.08091774582862854,0.012898488901555538,0.017195533961057663
2719_0032_A_453	0.010040409862995148,0.08943147957324982,0.046933986246585846,0.009045218117535114,0.02183951996266842,0.016444295644760132
2719_0032_A_455	0.014942547306418419,0.1284918189048767,0.057362690567970276,0.025130663067102432,0.025733541697263718,0.010437825694680214
2719_0032_A_456	0.022767456248402596,0.10561829805374146,0.009557340294122696,0.012032657861709595,0.00796362292021513,0.00797591544687748
2719_0032_A_457	0.01789284683763981,0.7783629894256592,0.10891182720661163,0.039651334285736084,0.040762778371572495,0.022898223251104355
2719_0032_A_458	0.03157795965671539,0.7841092944145203,0.014519448392093182,0.023551095277071,0.040381286293268204,0.05247170850634575
2719_0032_A_459	0.007361219264566898,0.047169871628284454,0.0060256849974393845,0.056294724345207214,0.022842543199658394,0.10956548154354095
2719_0032_A_460	0.3773915767669678,0.7854481935501099,0.014931980520486832,0.015042744576931,0.00892803817987442,0.03775331750512123
2719_0032_A_461	0.3332103490829468,0.7826551198959351,0.02610865607857704,0.018619980663061142,0.0075534433126449585,0.0747370719909668
2719_0032_A_462	0.10810238867998123,0.02385474368929863,0.06513316929340363,0.007969371043145657,0.3349820375442505,0.06407415121793747
2719_0032_A_463	0.09873393177986145,0.03296149522066116,0.09029616415500641,0.011360964737832546,0.30502450466156006,0.14029835164546967
2719_0032_A_464	0.008420583792030811,0.2749631702899933,0.9451702833175659,0.034173183143138885,0.11337628215551376,0.22777524590492249
2719_0032_A_465	0.1679440438747406,0.15073566138744354,0.053731173276901245,0.01224610861390829,0.03276008740067482,0.37804943323135376
2719_0032_A_466	0.009403560310602188,0.04132605344057083,0.054736047983169556,0.013418827205896378,0.08744702488183975,0.06452218443155289
2719_0032_A_468	0.03492341563105583,0.23323193192481995,0.08818560838699341,0.09092915058135986,0.11422532796859741,0.07706944644451141
2719_0032_A_469	0.005983314476907253,0.2045758068561554,0.025985827669501305,0.21430367231369019,0.009703604504466057,0.21747198700904846
2719_0032_A_470	0.0788210928440094,0.12855342030525208,0.003285634331405163,0.07212166488170624,0.011540939100086689,0.10922254621982574
2719_0033_A_471	0.004136018920689821,0.044817738234996796,0.007392533123493195,0.0049522146582603455,0.008212556131184101,0.019158372655510902
2719_0033_A_472	0.004702065140008926,0.0752919539809227,0.0076195672154426575,0.00741249043494463,0.009971510618925095,0.009582567028701305
2719_0033_A_473	0.28588852286338806,0.11993660032749176,0.007054273970425129,0.02152164839208126,0.033262938261032104,0.1898675411939621
2719_0033_A_474	0.06958480924367905,0.1690353900194168,0.0034073253627866507,0.04346087947487831,0.030792826786637306,0.07600177079439163
2719_0033_A_475	0.010170500725507736,0.029516704380512238,0.07454478740692139,0.01794588193297386,0.337093323469162,0.010599975474178791
2719_0033_A_476	0.00258364318870008,0.020036010071635246,0.01642378233373165,0.13260933756828308,0.14185243844985962,0.0965748131275177
2719_0033_A_477	0.034740157425403595,0.1791924238204956,0.0066033233888447285,0.020094402134418488,0.06906059384346008,0.16243743896484375
2719_0033_A_478	0.037272460758686066,0.30152300000190735,0.02254183404147625,0.010769928805530071,0.03536111116409302,0.06608990579843521
2719_0033_A_479	0.02691471576690674,0.09945249557495117,0.02880425751209259,0.01008964329957962,0.016964081674814224,0.028245411813259125
2719_0033_A_480	0.08089783787727356,0.08652634918689728,0.01736382395029068,0.014910444617271423,0.021912595257163048,0.088440902531147
2719_0033_A_481	0.004040664527565241,0.008697658777236938,0.022814888507127762,0.03737920522689819,0.024879030883312225,0.036549538373947144
2719_0033_A_482	0.006467293947935104,0.01585107482969761,0.02151615545153618,0.11073716729879379,0.019737230613827705,0.05376318842172623
2719_0033_A_489	0.0039061782881617546,0.018986020237207413,0.0060357581824064255,0.054607413709163666,0.022179409861564636,0.011515060439705849
2719_0033_A_490	0.010951693169772625,0.09591338038444519,0.046822622418403625,0.04617278650403023,0.06967222690582275,0.08178144693374634
2719_0033_A_491	0.048061273992061615,0.01241033524274826,0.024790994822978973,0.9894425868988037,0.12358985841274261,0.45749926567077637
2719_0033_A_492	0.0017201799200847745,0.008484834805130959,0.018287573009729385,0.35893064737319946,0.10703446716070175,0.11414317786693573
2719_0033_A_493	0.0050859516486525536,0.02026611939072609,0.02679477259516716,1.8235204219818115,0.0817205160856247,0.11548255383968353
2719_0033_A_494	0.013327715918421745,0.08691831678152084,2.2102222442626953,0.05556389316916466,0.6732536554336548,0.029831556603312492
2719_0033_A_495	0.16708609461784363,0.08485954999923706,0.0654187798500061,0.02384698949754238,0.25163960456848145,0.06210702657699585
2719_0033_A_496	0.02330787107348442,0.06032663583755493,0.28907451033592224,0.02566608414053917,0.7804539203643799,0.030938666313886642
2719_0034_A_498	0.008764475584030151,0.025592559948563576,0.00514962337911129,0.011311271227896214,0.03482603281736374,0.0538577064871788
2719_0034_A_499	0.029588881880044937,0.0177847258746624,0.008248131722211838,0.01943962462246418,0.017946239560842514,0.03360075503587723
2719_0034_A_500	0.021700531244277954,0.061276912689208984,0.008993472903966904,0.1391122043132782,0.13422946631908417,0.05989477038383484
2719_0034_A_502	0.01747053489089012,2.255309820175171,0.06320849806070328,0.026683978736400604,0.03699326142668724,0.023284750059247017
2719_0034_A_504	0.20071613788604736,2.2075212001800537,0.028986766934394836,0.013905189000070095,0.051285747438669205,0.045208077877759933
2719_0034_A_511	0.009195135906338692,0.01555061899125576,0.015517179854214191,0.04325396567583084,0.14756996929645538,0.37630096077919006
2719_0034_A_512	0.0066911038011312485,0.05784212052822113,0.10759545862674713,0.12206892669200897,0.2685505747795105,0.08906426280736923
2719_0034_A_525	0.004921603482216597,0.01467946358025074,0.028487112373113632,0.10870514810085297,0.042937956750392914,0.4107903242111206
2719_0034_A_526	0.0054346127435564995,0.017277691513299942,0.012237436138093472,0.6124494075775146,0.04222121834754944,0.11172226071357727
2719_0033_A_483	0.004111023154109716,0.07460829615592957,0.17642399668693542,0.12931318581104279,0.07514344900846481,0.06517393887042999
2719_0033_A_484	0.03940827399492264,0.743197500705719,0.012852078303694725,0.047641247510910034,0.01365413423627615,0.10626199841499329
2719_0033_A_485	0.021464746445417404,0.18617255985736847,0.010740673169493675,0.009673726744949818,0.016759242862462997,0.10547293722629547
2719_0033_A_486	0.002241759328171611,0.019695742055773735,0.0724593922495842,0.40281566977500916,0.045571256428956985,0.31009382009506226
2719_0033_A_487	0.001630311133340001,0.011530133895576,0.01868390291929245,0.3390358090400696,0.06282411515712738,0.13533209264278412
2719_0033_A_488	0.006879009306430817,0.0075658168643713,0.011095592752099037,0.9433649182319641,0.13456977903842926,0.21631890535354614
2719_0034_A_501	0.0313025563955307,0.2253577709197998,0.49973350763320923,0.05481448769569397,0.03278970718383789,0.3122328519821167
2719_0034_A_503	0.8406785726547241,0.7740206718444824,0.010381801053881645,0.009595675393939018,0.00868174433708191,0.1471971571445465
